,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
GADD45G,9.23E-49,0.494981611,0.878,0.533,1.85E-45,ORS SB,GADD45G
TACSTD21,2.39E-47,0.304845012,0.987,0.772,4.78E-44,ORS SB,TACSTD2
PYGL,1.40E-46,0.404233408,0.744,0.321,2.79E-43,ORS SB,PYGL
CHMP4B,4.47E-46,0.452370495,0.898,0.632,8.95E-43,ORS SB,CHMP4B
LHX21,1.10E-45,0.344361851,0.844,0.427,2.20E-42,ORS SB,LHX2
CXCL12,5.84E-44,0.415889801,0.661,0.244,1.17E-40,ORS SB,CXCL12
SERPINB51,4.35E-42,0.363587518,0.967,0.759,8.70E-39,ORS SB,SERPINB5
TUBA4A1,8.42E-42,0.281279369,0.909,0.635,1.68E-38,ORS SB,TUBA4A
SYTL1,2.20E-41,0.271986261,0.886,0.644,4.40E-38,ORS SB,SYTL1
TIAM1,5.84E-41,0.352724287,0.751,0.384,1.17E-37,ORS SB,TIAM1
TUBB2A1,6.24E-41,0.413108866,0.96,0.813,1.25E-37,ORS SB,TUBB2A
CAP1,1.23E-40,0.459048944,0.915,0.681,2.45E-37,ORS SB,CAP1
IER31,7.40E-40,0.31901912,0.98,0.831,1.48E-36,ORS SB,IER3
ACP51,8.16E-40,0.282899146,0.808,0.509,1.63E-36,ORS SB,ACP5
MTSS1,4.20E-39,0.459609815,0.773,0.398,8.39E-36,ORS SB,MTSS1
CNN3,1.13E-38,0.315402149,0.891,0.604,2.27E-35,ORS SB,CNN3
ID4,2.81E-38,0.313831182,0.717,0.266,5.61E-35,ORS SB,ID4
DSC2,8.75E-38,0.480495757,0.739,0.417,1.75E-34,ORS SB,DSC2
CLCA21,1.61E-37,0.416742638,0.795,0.426,3.22E-34,ORS SB,CLCA2
ABRACL1,1.04E-34,0.476896223,0.924,0.744,2.08E-31,ORS SB,ABRACL
CA21,1.63E-34,0.402195271,0.766,0.407,3.26E-31,ORS SB,CA2
TP53AIP1,1.69E-34,0.390473831,0.797,0.455,3.38E-31,ORS SB,TP53AIP1
SOX4,1.83E-34,0.430312514,0.871,0.557,3.66E-31,ORS SB,SOX4
CRYAB1,4.14E-32,0.418451304,0.882,0.61,8.28E-29,ORS SB,CRYAB
DSG3,4.65E-32,0.427364593,0.815,0.518,9.31E-29,ORS SB,DSG3
PDCD4,1.53E-31,0.317300618,0.866,0.581,3.05E-28,ORS SB,PDCD4
S100A1,1.66E-31,0.557808052,0.646,0.211,3.33E-28,ORS SB,S100A1
PPFIBP2,5.95E-31,0.353792916,0.69,0.335,1.19E-27,ORS SB,PPFIBP2
NAGK,1.64E-30,0.328070436,0.797,0.516,3.29E-27,ORS SB,NAGK
CTSC,5.48E-30,0.277230371,0.835,0.512,1.10E-26,ORS SB,CTSC
SSFA21,1.70E-29,0.328140859,0.791,0.482,3.41E-26,ORS SB,SSFA2
CARD16,2.38E-29,0.39638791,0.693,0.335,4.75E-26,ORS SB,CARD16
TUBA1A1,5.41E-29,0.322586552,0.951,0.84,1.08E-25,ORS SB,TUBA1A
TMEM159,1.12E-28,0.279842376,0.802,0.525,2.24E-25,ORS SB,TMEM159
MYO1B,3.15E-28,0.292470426,0.666,0.325,6.30E-25,ORS SB,MYO1B
CXADR,2.14E-27,0.319382491,0.924,0.703,4.28E-24,ORS SB,CXADR
BNC2,2.69E-27,0.281222044,0.728,0.355,5.37E-24,ORS SB,BNC2
DYNLT3,8.47E-27,0.42800703,0.684,0.379,1.69E-23,ORS SB,DYNLT3
SERGEF,8.30E-26,0.261025797,0.722,0.458,1.66E-22,ORS SB,SERGEF
RBP1,1.00E-24,0.293900116,0.869,0.661,2.01E-21,ORS SB,RBP1
CASP14,1.75E-24,0.305872327,0.615,0.24,3.51E-21,ORS SB,CASP14
GPR87,5.09E-23,0.255683694,0.744,0.456,1.02E-19,ORS SB,GPR87
TENM21,2.61E-22,0.259795152,0.724,0.442,5.21E-19,ORS SB,TENM2
CCDC34,6.59E-22,0.265564521,0.768,0.464,1.32E-18,ORS SB,CCDC34
KRT17,1.21E-21,0.405477781,0.648,0.28,2.42E-18,ORS SB,KRT17
TCF121,8.55E-21,0.291300338,0.742,0.432,1.71E-17,ORS SB,TCF12
NDRG1,1.34E-20,0.250943487,0.826,0.609,2.67E-17,ORS SB,NDRG1
MPZL2,2.02E-19,0.29124125,0.788,0.551,4.03E-16,ORS SB,MPZL2
TPM1,2.31E-19,0.362445911,0.808,0.615,4.61E-16,ORS SB,TPM1
NUCB2,3.02E-19,0.404672978,0.764,0.512,6.05E-16,ORS SB,NUCB2
CD109,4.09E-19,0.300609284,0.697,0.446,8.18E-16,ORS SB,CD109
MALAT11,2.06E-17,0.308976358,1,0.987,4.12E-14,ORS SB,MALAT1
HEBP2,4.19E-16,0.283879896,0.875,0.672,8.39E-13,ORS SB,HEBP2
HSPA61,4.14E-08,0.353020409,0.584,0.354,8.27E-05,ORS SB,HSPA6
PRR9,3.40E-48,2.226650253,0.621,0.271,6.80E-45,IRS H/H,PRR9
KRT25,1.18E-41,2.080324563,0.594,0.261,2.36E-38,IRS H/H,KRT25
FABP9,4.05E-32,2.579958491,0.539,0.125,8.11E-29,IRS H/H,FABP9
TCHH,5.46E-32,2.751400291,0.557,0.21,1.09E-28,IRS H/H,TCHH
KRT11,1.48E-31,0.668417689,0.732,0.63,2.95E-28,IRS H/H,KRT1
FABP52,2.57E-27,0.702408002,0.855,0.843,5.14E-24,IRS H/H,FABP5
KRT71,7.79E-25,1.664732463,0.478,0.226,1.56E-21,IRS H/H,KRT71
S100A91,3.21E-22,0.664253848,0.704,0.763,6.42E-19,IRS H/H,S100A9
S100A81,2.55E-21,0.556075704,0.724,0.806,5.09E-18,IRS H/H,S100A8
KRT74,1.48E-20,1.601289189,0.424,0.194,2.96E-17,IRS H/H,KRT74
KRTDAP1,3.24E-15,0.815577249,0.502,0.588,6.48E-12,IRS H/H,KRTDAP
S100A71,2.85E-14,0.631002897,0.574,0.66,5.70E-11,IRS H/H,S100A7
KRT28,9.74E-14,1.124095358,0.416,0.19,1.95E-10,IRS H/H,KRT28
LDHB,5.02E-13,0.265297969,0.227,0.8,1.00E-09,IRS H/H,LDHB
KRT27,2.98E-12,1.584267777,0.389,0.191,5.97E-09,IRS H/H,KRT27
H2AFZ,7.01E-10,0.299705397,0.392,0.845,1.40E-06,IRS H/H,H2AFZ
AK2,1.51E-09,0.262659553,0.308,0.669,3.02E-06,IRS H/H,AK2
ALDH21,3.88E-09,0.252791897,0.315,0.709,7.75E-06,IRS H/H,ALDH2
NME1,5.98E-09,0.344939255,0.271,0.759,1.20E-05,IRS H/H,NME1
HSD17B10,9.50E-09,0.298164174,0.342,0.743,1.90E-05,IRS H/H,HSD17B10
RAB251,2.03E-08,0.295068043,0.182,0.681,4.06E-05,IRS H/H,RAB25
DMKN1,3.38E-08,0.597782792,0.628,0.785,6.77E-05,IRS H/H,DMKN
CST6,8.98E-08,0.259842634,0.448,0.521,0.000179625,IRS H/H,CST6
TUBA1B,1.23E-07,0.341072971,0.562,0.95,0.000245437,IRS H/H,TUBA1B
COMTD1,1.28E-07,0.266571453,0.318,0.626,0.000255288,IRS H/H,COMTD1
SDC41,1.79E-07,0.325664288,0.362,0.709,0.000357093,IRS H/H,SDC4
TUBA4A2,2.01E-07,0.315065557,0.271,0.69,0.000401646,IRS H/H,TUBA4A
LY6D1,2.27E-07,0.496591473,0.542,0.562,0.000454447,IRS H/H,LY6D
ITM2B1,2.84E-07,0.43599787,0.621,0.969,0.000568413,IRS H/H,ITM2B
ETFA,3.22E-07,0.273632789,0.254,0.603,0.000644248,IRS H/H,ETFA
CTNNBIP1,4.23E-07,0.306213604,0.328,0.666,0.000845827,IRS H/H,CTNNBIP1
CNN31,5.35E-07,0.297526072,0.323,0.654,0.001070012,IRS H/H,CNN3
MYL6B,6.19E-07,0.278912139,0.3,0.623,0.001237299,IRS H/H,MYL6B
IAH1,6.93E-06,0.270598573,0.296,0.613,0.013855369,IRS H/H,IAH1
CHCHD101,7.18E-06,0.265257773,0.347,0.641,0.014369747,IRS H/H,CHCHD10
GJA11,1.32E-05,0.370344025,0.468,0.779,0.026417857,IRS H/H,GJA1
PSORS1C2,1.67E-05,0.589330161,0.217,0.211,0.033447232,IRS H/H,PSORS1C2
TKT,4.98E-05,0.427444468,0.389,0.759,0.099619834,IRS H/H,TKT
ECHDC1,6.40E-05,0.252380735,0.286,0.586,0.127932477,IRS H/H,ECHDC1
C19orf48,6.89E-05,0.320434489,0.266,0.598,0.137704003,IRS H/H,C19orf48
APLP2,0.000136848,0.386142157,0.362,0.674,0.273696485,IRS H/H,APLP2
KRT35,0.000154621,0.408671265,0.377,0.382,0.309242549,IRS H/H,KRT35
CTNNB11,0.000158633,1.000076109,0.461,0.662,0.317265243,IRS H/H,CTNNB1
KLK7,0.000257671,0.405899943,0.303,0.247,0.515342737,IRS H/H,KLK7
KRT85,0.000511263,0.469228394,0.357,0.428,1,IRS H/H,KRT85
ATOX1,0.00052619,0.378127781,0.315,0.626,1,IRS H/H,ATOX1
CLIC3,0.001316026,0.54102445,0.337,0.342,1,IRS H/H,CLIC3
MT2A,0.001770603,0.951257254,0.438,0.662,1,IRS H/H,MT2A
DEGS2,0.00267001,0.467978595,0.298,0.233,1,IRS H/H,DEGS2
ACAA2,0.002797185,0.273547434,0.308,0.55,1,IRS H/H,ACAA2
KRT23,0.002990184,0.722642933,0.266,0.313,1,IRS H/H,KRT23
STMN1,0.004258343,0.452706957,0.401,0.701,1,IRS H/H,STMN1
PDCD41,0.004658155,0.461792963,0.33,0.628,1,IRS H/H,PDCD4
TMEM45A1,0.008679347,0.294107021,0.365,0.661,1,IRS H/H,TMEM45A
S100A141,0.008930106,0.279151476,0.727,0.909,1,IRS H/H,S100A14
KRT151,2.49E-126,0.317075723,0.992,0.785,4.98E-123,IFE basal 1,KRT15
HLA-B1,1.60E-108,0.508174472,0.997,0.88,3.19E-105,IFE basal 1,HLA-B
B2M1,2.93E-93,0.344812412,0.992,0.962,5.87E-90,IFE basal 1,B2M
KRT141,3.49E-88,0.390009047,1,0.953,6.98E-85,IFE basal 1,KRT14
KLF41,1.59E-80,0.699752998,0.987,0.852,3.18E-77,IFE basal 1,KLF4
MT-ND1,6.83E-79,0.592422462,1,0.942,1.37E-75,IFE basal 1,MT-ND1
PMAIP11,9.03E-74,0.78900913,0.973,0.713,1.81E-70,IFE basal 1,PMAIP1
DUSP12,1.97E-69,0.373121179,0.997,0.935,3.94E-66,IFE basal 1,DUSP1
IFITM31,2.73E-59,0.391630265,0.968,0.692,5.46E-56,IFE basal 1,IFITM3
FTL1,2.60E-56,0.367760245,1,0.923,5.19E-53,IFE basal 1,FTL
TUBB4B,2.98E-56,0.467164288,0.995,0.89,5.97E-53,IFE basal 1,TUBB4B
CYR61,2.13E-53,0.682928142,0.851,0.511,4.27E-50,IFE basal 1,CYR61
LY6E,1.67E-51,0.407437472,0.934,0.66,3.34E-48,IFE basal 1,LY6E
ZC3H12A1,7.08E-49,0.523215137,0.886,0.599,1.42E-45,IFE basal 1,ZC3H12A
COL17A11,5.08E-48,0.531899932,0.886,0.552,1.02E-44,IFE basal 1,COL17A1
SLC2A11,1.96E-46,0.609067492,0.878,0.607,3.92E-43,IFE basal 1,SLC2A1
IMPA21,4.51E-46,0.497774889,0.905,0.669,9.02E-43,IFE basal 1,IMPA2
AQP31,1.38E-44,0.489784845,0.926,0.651,2.77E-41,IFE basal 1,AQP3
EHF1,1.84E-44,0.55686575,0.857,0.476,3.68E-41,IFE basal 1,EHF
DST1,8.80E-44,0.387090501,0.966,0.671,1.76E-40,IFE basal 1,DST
NCOA71,1.16E-43,0.529391568,0.82,0.507,2.33E-40,IFE basal 1,NCOA7
TIMP1,2.24E-43,0.548423354,0.812,0.438,4.47E-40,IFE basal 1,TIMP1
NFKBIA1,3.94E-43,0.428425876,1,0.947,7.89E-40,IFE basal 1,NFKBIA
GADD45B1,4.68E-38,0.386643476,0.989,0.894,9.35E-35,IFE basal 1,GADD45B
ANXA11,1.17E-37,0.40498454,0.973,0.813,2.35E-34,IFE basal 1,ANXA1
CA121,1.40E-37,0.391773058,0.775,0.502,2.80E-34,IFE basal 1,CA12
TSC22D11,2.86E-37,0.468571993,0.944,0.715,5.71E-34,IFE basal 1,TSC22D1
CDH131,1.34E-35,0.349253795,0.753,0.48,2.68E-32,IFE basal 1,CDH13
ATF32,2.31E-35,0.502358038,0.973,0.865,4.62E-32,IFE basal 1,ATF3
CXADR1,5.68E-35,0.337866354,0.928,0.706,1.14E-31,IFE basal 1,CXADR
ABI3BP,8.55E-35,0.52453778,0.65,0.282,1.71E-31,IFE basal 1,ABI3BP
AVPI1,1.27E-33,0.45990057,0.793,0.528,2.54E-30,IFE basal 1,AVPI1
ETS21,9.46E-31,0.424328152,0.74,0.47,1.89E-27,IFE basal 1,ETS2
BRD2,1.74E-30,0.327251645,0.926,0.797,3.48E-27,IFE basal 1,BRD2
IL20RB1,1.55E-27,0.385973145,0.751,0.491,3.11E-24,IFE basal 1,IL20RB
FGFBP11,1.14E-26,0.592052698,0.721,0.492,2.29E-23,IFE basal 1,FGFBP1
EDN1,4.59E-26,0.430424289,0.629,0.348,9.18E-23,IFE basal 1,EDN1
CLEC2B1,6.02E-26,0.383345274,0.599,0.301,1.20E-22,IFE basal 1,CLEC2B
WNT3,9.92E-26,0.345657983,0.517,0.192,1.98E-22,IFE basal 1,WNT3
DUSP2,1.16E-25,0.450346103,0.727,0.531,2.33E-22,IFE basal 1,DUSP2
NFIC1,1.21E-25,0.251625906,0.878,0.701,2.42E-22,IFE basal 1,NFIC
CITED2,2.06E-24,0.288617177,0.767,0.557,4.12E-21,IFE basal 1,CITED2
FAM133B,3.28E-24,0.317971497,0.854,0.673,6.56E-21,IFE basal 1,FAM133B
BTG21,3.44E-24,0.320210979,0.934,0.787,6.87E-21,IFE basal 1,BTG2
TP53AIP11,3.27E-23,0.296712104,0.727,0.465,6.54E-20,IFE basal 1,TP53AIP1
CBR3,5.86E-23,0.263517844,0.719,0.499,1.17E-19,IFE basal 1,CBR3
CKB,7.58E-23,0.295416885,0.729,0.481,1.52E-19,IFE basal 1,CKB
HBEGF1,1.37E-22,0.324577678,0.724,0.514,2.75E-19,IFE basal 1,HBEGF
CTNNAL1,1.89E-22,0.339323216,0.626,0.392,3.77E-19,IFE basal 1,CTNNAL1
CTSB,3.41E-22,0.282989141,0.875,0.693,6.81E-19,IFE basal 1,CTSB
NR4A1,2.12E-21,0.291850052,0.78,0.602,4.24E-18,IFE basal 1,NR4A1
TNFRSF12A1,4.75E-21,0.321475613,0.775,0.595,9.49E-18,IFE basal 1,TNFRSF12A
TYMP1,8.76E-21,0.251068046,0.756,0.524,1.75E-17,IFE basal 1,TYMP
CCL21,1.26E-20,0.527705437,0.653,0.432,2.52E-17,IFE basal 1,CCL2
ANKRD37,2.79E-20,0.391611725,0.653,0.45,5.58E-17,IFE basal 1,ANKRD37
PLK2,4.78E-19,0.333581902,0.844,0.687,9.57E-16,IFE basal 1,PLK2
MT1X1,3.75E-18,0.33378284,0.897,0.709,7.50E-15,IFE basal 1,MT1X
RGCC,8.47E-17,0.28343281,0.565,0.362,1.69E-13,IFE basal 1,RGCC
ID2,6.15E-16,0.275681907,0.87,0.697,1.23E-12,IFE basal 1,ID2
TXNDC17,1.21E-15,0.255338453,0.891,0.721,2.43E-12,IFE basal 1,TXNDC17
CDCA7L,3.21E-15,0.252196777,0.586,0.425,6.43E-12,IFE basal 1,CDCA7L
RASD1,8.69E-15,0.257585949,0.761,0.576,1.74E-11,IFE basal 1,RASD1
WDR43,4.71E-14,0.304373941,0.613,0.45,9.43E-11,IFE basal 1,WDR43
ADM,1.41E-12,0.34226101,0.557,0.411,2.82E-09,IFE basal 1,ADM
SLPI,1.47E-12,0.349009513,0.456,0.237,2.93E-09,IFE basal 1,SLPI
SYNE2,6.67E-11,0.25153774,0.833,0.702,1.33E-07,IFE basal 1,SYNE2
HOPX1,7.69E-10,0.365610212,0.729,0.581,1.54E-06,IFE basal 1,HOPX
HES11,1.11E-08,0.263380208,0.528,0.352,2.21E-05,IFE basal 1,HES1
CHCHD102,2.48E-174,1.057919999,0.991,0.592,4.96E-171,IFE spinous 2,CHCHD10
SLC25A51,1.33E-169,0.636039753,1,0.883,2.65E-166,IFE spinous 2,SLC25A5
CSTB,5.85E-159,1.2886663,1,0.862,1.17E-155,IFE spinous 2,CSTB
LGALS7B2,6.02E-145,0.645648926,0.997,0.78,1.20E-141,IFE spinous 2,LGALS7B
APOE1,1.06E-142,0.444605246,1,0.886,2.12E-139,IFE spinous 2,APOE
S100A162,4.28E-139,0.561055768,1,0.849,8.56E-136,IFE spinous 2,S100A16
TMEM45A2,9.93E-138,1.129772922,0.994,0.613,1.99E-134,IFE spinous 2,TMEM45A
CALML31,9.96E-121,0.71225586,1,0.809,1.99E-117,IFE spinous 2,CALML3
S100A112,1.50E-120,0.753416325,1,0.893,3.01E-117,IFE spinous 2,S100A11
ATP5B1,1.03E-116,0.490586253,1,0.877,2.06E-113,IFE spinous 2,ATP5B
IMPA22,7.14E-114,0.673850306,0.988,0.664,1.43E-110,IFE spinous 2,IMPA2
KRT6A,7.99E-113,1.797629956,0.956,0.559,1.60E-109,IFE spinous 2,KRT6A
DEFB11,1.20E-111,0.931354496,0.98,0.456,2.40E-108,IFE spinous 2,DEFB1
COX8A,1.11E-108,0.529787519,1,0.875,2.22E-105,IFE spinous 2,COX8A
TPI1,1.08E-97,0.493276654,1,0.909,2.16E-94,IFE spinous 2,TPI1
TACSTD22,9.91E-97,0.52303792,0.991,0.776,1.98E-93,IFE spinous 2,TACSTD2
EMP21,1.11E-95,0.521746505,0.997,0.818,2.23E-92,IFE spinous 2,EMP2
PTN,8.16E-95,1.204073876,0.927,0.445,1.63E-91,IFE spinous 2,PTN
NEAT11,1.22E-94,0.464057743,0.994,0.748,2.44E-91,IFE spinous 2,NEAT1
LGALS72,1.42E-93,0.457300806,0.983,0.717,2.85E-90,IFE spinous 2,LGALS7
DSP2,6.62E-93,0.418147457,1,0.815,1.32E-89,IFE spinous 2,DSP
GSTP11,3.93E-87,0.383830588,1,0.938,7.86E-84,IFE spinous 2,GSTP1
TPM11,1.22E-78,0.614362391,0.971,0.607,2.43E-75,IFE spinous 2,TPM1
LYPD32,2.78E-78,0.53019092,0.965,0.62,5.57E-75,IFE spinous 2,LYPD3
PDZK1IP11,4.20E-78,0.896272516,0.913,0.401,8.41E-75,IFE spinous 2,PDZK1IP1
DMKN2,9.29E-78,0.863764376,0.983,0.758,1.86E-74,IFE spinous 2,DMKN
RBP11,2.77E-76,0.550322141,0.971,0.658,5.54E-73,IFE spinous 2,RBP1
PKP12,8.95E-76,0.507770859,0.962,0.602,1.79E-72,IFE spinous 2,PKP1
SH3BGRL31,3.10E-74,0.632744159,0.997,0.867,6.20E-71,IFE spinous 2,SH3BGRL3
S100A82,5.08E-72,1.26884391,0.985,0.786,1.02E-68,IFE spinous 2,S100A8
S100A92,8.06E-72,1.24814079,0.983,0.743,1.61E-68,IFE spinous 2,S100A9
S100A142,1.09E-71,0.289299292,1,0.887,2.18E-68,IFE spinous 2,S100A14
PPP1R14B1,3.42E-70,0.489428176,0.927,0.507,6.85E-67,IFE spinous 2,PPP1R14B
CYP27A1,9.80E-69,0.601247291,0.942,0.477,1.96E-65,IFE spinous 2,CYP27A1
EHF2,1.05E-66,0.429116645,0.927,0.474,2.09E-63,IFE spinous 2,EHF
MT-ND11,1.77E-65,0.272569259,1,0.942,3.54E-62,IFE spinous 2,MT-ND1
KRT6B1,1.97E-63,1.355205775,0.918,0.604,3.95E-60,IFE spinous 2,KRT6B
CLDN11,9.68E-63,0.638004188,0.945,0.598,1.94E-59,IFE spinous 2,CLDN1
CTSC1,1.24E-62,0.51415538,0.927,0.513,2.48E-59,IFE spinous 2,CTSC
SBSN,2.79E-62,1.295224809,0.86,0.438,5.58E-59,IFE spinous 2,SBSN
TMSB101,2.98E-62,0.260596469,1,0.959,5.96E-59,IFE spinous 2,TMSB10
MGST1,3.50E-62,0.510953492,0.927,0.528,7.00E-59,IFE spinous 2,MGST1
SPINK5,1.01E-61,1.528581058,0.84,0.415,2.02E-58,IFE spinous 2,SPINK5
RHOV2,5.35E-61,0.372823958,0.962,0.531,1.07E-57,IFE spinous 2,RHOV
COMTD11,7.23E-59,0.395171024,0.91,0.581,1.45E-55,IFE spinous 2,COMTD1
C9orf16,1.86E-57,0.474930651,0.971,0.787,3.73E-54,IFE spinous 2,C9orf16
FGFBP12,3.75E-57,0.684197729,0.901,0.481,7.50E-54,IFE spinous 2,FGFBP1
LY6D2,1.16E-56,0.782327623,0.93,0.535,2.32E-53,IFE spinous 2,LY6D
CIDEA,4.68E-56,0.522789705,0.787,0.321,9.36E-53,IFE spinous 2,CIDEA
MARCKS,5.34E-56,0.398589348,0.913,0.57,1.07E-52,IFE spinous 2,MARCKS
EFHD2,4.00E-55,0.442240664,0.831,0.447,7.99E-52,IFE spinous 2,EFHD2
RAB252,5.18E-55,0.407143617,0.945,0.622,1.04E-51,IFE spinous 2,RAB25
SUSD4,6.24E-55,0.438886489,0.773,0.351,1.25E-51,IFE spinous 2,SUSD4
TYMP2,1.26E-54,0.557235669,0.889,0.516,2.52E-51,IFE spinous 2,TYMP
CYB5R2,1.57E-53,0.472268023,0.776,0.346,3.14E-50,IFE spinous 2,CYB5R2
FABP53,2.49E-53,0.583769064,0.985,0.834,4.99E-50,IFE spinous 2,FABP5
DSG11,4.49E-52,0.43720063,0.857,0.405,8.98E-49,IFE spinous 2,DSG1
KRT51,8.69E-52,0.359770869,0.991,0.912,1.74E-48,IFE spinous 2,KRT5
PGK1,1.79E-51,0.388389345,0.994,0.841,3.58E-48,IFE spinous 2,PGK1
CHI3L2,3.80E-50,0.718335315,0.72,0.287,7.60E-47,IFE spinous 2,CHI3L2
LDHA1,6.91E-50,0.291959628,1,0.929,1.38E-46,IFE spinous 2,LDHA
ATP5F1,9.81E-50,0.280090591,0.985,0.821,1.96E-46,IFE spinous 2,ATP5F1
KLK1,1.36E-49,0.486835063,0.773,0.37,2.71E-46,IFE spinous 2,KLK1
PDXK,2.04E-48,0.370133657,0.796,0.425,4.08E-45,IFE spinous 2,PDXK
GJB21,4.48E-47,0.526221949,0.91,0.633,8.97E-44,IFE spinous 2,GJB2
S100A21,1.05E-46,0.657295792,0.991,0.908,2.10E-43,IFE spinous 2,S100A2
PGAM1,1.08E-46,0.348627879,0.953,0.704,2.16E-43,IFE spinous 2,PGAM1
GSTA41,1.05E-45,0.376880778,0.883,0.532,2.09E-42,IFE spinous 2,GSTA4
TRIM16,2.13E-45,0.358010027,0.735,0.364,4.25E-42,IFE spinous 2,TRIM16
GMDS,7.13E-44,0.369665066,0.787,0.423,1.43E-40,IFE spinous 2,GMDS
SDR16C51,8.27E-44,0.344188506,0.831,0.431,1.65E-40,IFE spinous 2,SDR16C5
HEBP21,9.51E-43,0.343775763,0.936,0.672,1.90E-39,IFE spinous 2,HEBP2
EPHX3,5.84E-42,0.422187758,0.688,0.285,1.17E-38,IFE spinous 2,EPHX3
CARD18,2.84E-41,0.564204896,0.843,0.463,5.67E-38,IFE spinous 2,CARD18
ZG16B,1.18E-40,0.314565799,0.741,0.366,2.37E-37,IFE spinous 2,ZG16B
NAGK1,1.95E-39,0.308236198,0.837,0.519,3.89E-36,IFE spinous 2,NAGK
GJB5,2.54E-39,0.339664346,0.764,0.431,5.09E-36,IFE spinous 2,GJB5
PPIF,1.08E-38,0.283230569,0.787,0.481,2.15E-35,IFE spinous 2,PPIF
GATM1,4.62E-38,0.339063202,0.851,0.517,9.25E-35,IFE spinous 2,GATM
CREG11,1.88E-37,0.394660233,0.936,0.687,3.76E-34,IFE spinous 2,CREG1
ALDH3B2,3.95E-37,0.280185541,0.755,0.418,7.90E-34,IFE spinous 2,ALDH3B2
VSNL11,2.08E-36,0.264131755,0.915,0.6,4.16E-33,IFE spinous 2,VSNL1
CTSB1,6.75E-35,0.300046854,0.95,0.689,1.35E-31,IFE spinous 2,CTSB
C16orf74,8.80E-34,0.33683774,0.697,0.386,1.76E-30,IFE spinous 2,C16orf74
CSTA1,1.76E-33,0.377336025,0.892,0.588,3.53E-30,IFE spinous 2,CSTA
S100A72,3.07E-31,0.95351942,0.869,0.638,6.13E-28,IFE spinous 2,S100A7
SDCBP2,5.93E-31,0.345845432,0.644,0.3,1.19E-27,IFE spinous 2,SDCBP2
ACAA21,1.16E-30,0.296227486,0.781,0.514,2.32E-27,IFE spinous 2,ACAA2
CHI3L1,2.23E-30,0.507060742,0.854,0.466,4.46E-27,IFE spinous 2,CHI3L1
TUBA4A3,8.27E-30,0.273210613,0.904,0.641,1.65E-26,IFE spinous 2,TUBA4A
CRABP21,1.68E-29,0.563400457,0.808,0.537,3.35E-26,IFE spinous 2,CRABP2
IFFO2,2.15E-29,0.307951058,0.703,0.395,4.29E-26,IFE spinous 2,IFFO2
FAM83A,2.39E-29,0.27070193,0.647,0.326,4.77E-26,IFE spinous 2,FAM83A
TP53AIP12,1.82E-28,0.253144942,0.805,0.462,3.64E-25,IFE spinous 2,TP53AIP1
GGT6,1.62E-27,0.273453663,0.627,0.356,3.23E-24,IFE spinous 2,GGT6
PHLDA21,3.96E-27,0.339354582,0.816,0.517,7.91E-24,IFE spinous 2,PHLDA2
DSC21,5.20E-27,0.290731767,0.743,0.423,1.04E-23,IFE spinous 2,DSC2
IGFL2,8.85E-25,1.0085922,0.496,0.218,1.77E-21,IFE spinous 2,IGFL2
C5orf46,1.23E-24,0.257141992,0.606,0.308,2.47E-21,IFE spinous 2,C5orf46
NDUFA4L21,3.57E-24,0.761918488,0.781,0.562,7.14E-21,IFE spinous 2,NDUFA4L2
RND31,5.61E-24,0.27202702,0.813,0.565,1.12E-20,IFE spinous 2,RND3
NDRG11,2.01E-23,0.33775357,0.872,0.611,4.02E-20,IFE spinous 2,NDRG1
BBOX1,5.18E-22,0.262118641,0.586,0.347,1.04E-18,IFE spinous 2,BBOX1
NCOA72,8.62E-22,0.320455828,0.77,0.512,1.72E-18,IFE spinous 2,NCOA7
SPRR1B,7.26E-20,0.887703558,0.545,0.337,1.45E-16,IFE spinous 2,SPRR1B
CLDN4,9.27E-20,0.299291457,0.566,0.316,1.85E-16,IFE spinous 2,CLDN4
SCEL,6.15E-19,0.309744084,0.528,0.255,1.23E-15,IFE spinous 2,SCEL
KLK11,8.36E-18,0.295748828,0.484,0.284,1.67E-14,IFE spinous 2,KLK11
KRT171,3.70E-17,0.349604958,0.571,0.293,7.40E-14,IFE spinous 2,KRT17
KRT142,1.45E-16,0.409986286,0.997,0.954,2.91E-13,IFE spinous 2,KRT14
CALML5,5.69E-14,0.480454007,0.761,0.568,1.14E-10,IFE spinous 2,CALML5
CST61,1.32E-07,0.428943752,0.659,0.506,0.000263409,IFE spinous 2,CST6
SAA1,2.87E-86,1.512057199,0.877,0.269,5.75E-83,IFE basal 2,SAA1
CHI3L11,1.48E-80,1.49879736,0.925,0.464,2.95E-77,IFE basal 2,CHI3L1
LY6E1,1.88E-68,0.62448944,0.961,0.662,3.75E-65,IFE basal 2,LY6E
MT-ND12,6.52E-66,0.27809684,1,0.942,1.30E-62,IFE basal 2,MT-ND1
CYP27A11,8.79E-64,0.692965788,0.899,0.483,1.76E-60,IFE basal 2,CYP27A1
C9orf161,2.08E-61,0.611635978,0.968,0.789,4.16E-58,IFE basal 2,C9orf16
MGST11,3.46E-59,0.762059057,0.916,0.531,6.91E-56,IFE basal 2,MGST1
PTN1,3.99E-59,0.89129219,0.844,0.454,7.98E-56,IFE basal 2,PTN
